Brand Name	Manufacturer	USP.Code
Shodex GPC series KF, K, KD, HFIP, LF, AT, UT	Shodex	L21
Shodex KF-801	Shodex	L21
Shodex RSpak DS-413	Shodex	L21
Shodex RSpak DS-613	Shodex	L21
Shodex RSpak RP18-413	Shodex	L21
Shodex RSpak RP18-415	Shodex	L21
Shodex RSpak RP18-613	Shodex	L21
SiliaChrom RPC	SiliCycle Inc	L21
Styragel HR	Waters Corp	L21
Styragel HR 0.5, 1, 2, 3 and 4	Waters Corp.	L21
Styragel HR 4E	Waters Corp.	L21
Styragel HR 5E	Waters Corp.	L21
TSK-gel G2H8	TosoHaas Inc.	L21
TSKgel Hxl and Hhr series	Tosoh Bioscience	L21
TSKgel SuperH series	Tosoh Bioscience	L21
TSKgel SuperHZ series	Tosoh Bioscience	L21
TSKgel SuperMultiporeHZ series	Tosoh Bioscience	L21
UniMS PS	Unimicrosep	L21
Zodiac Gel PRX-1	Zodiac Life Sciences	L21
Zodiac Gel PRX-2	Zodiac Life Sciences	L21
Bio SCX	Agilent	L22
BP-100 Ca	Benson Polymeric	L22
BP-100 H	Benson Polymeric	L22
BP-100 K	Benson Polymeric	L22
BP-100 Na	Benson Polymeric	L22
BP-100 Pb	Benson Polymeric	L22
BP-800 Ca	Benson Polymeric	L22
BP-800 H	Benson Polymeric	L22
BP-800 Na	Benson Polymeric	L22
BP-800 Pb	Benson Polymeric	L22
CarboSep CH0620	Transgenomic, Inc.	L22
CarboSep COREGEL 87C	Transgenomic, Inc.	L22
Chromasol CORAL GEL H+	Intek Chromasol	L22
Dionex IonPac ICE-AS1	Thermo Scientific	L22
Dionex IonPac ICE-Borate	Thermo Scientific	L22
Generik SCX	Sepax Technologies, Inc.	L22
Hamilton PRP-X200	Hamilton Co.	L22
Hamilton PRP-X300	Hamilton Co.	L22
Hichrom Alltech Anion Exclusion	Hichrom	L22
HyperREZ XP SCX	Thermo Scientific	L22
IC-Pak Ion Exclusion	Waters Corp.	L22
ICSep COREGEL 107H	Transgenomic, Inc.	L22
ICSep COREGEL 64H	Transgenomic, Inc.	L22
ICSep COREGEL 87H1	Transgenomic, Inc.	L22
ICSep COREGEL 87H3	Transgenomic, Inc.	L22
ICSep ORH801	Transgenomic, Inc.	L22
Jordi Gel DVB Sulfonated SCX	Jordi FLP	L22
Jordi Sulfonated Polar Pac SCX	Jordi Labs LLC	L22
MCX	PSS	L22
Metacarb 64H	Agilent	L22
Metacarb 67H	Agilent	L22
MetaCarb 87H	Agilent	L22
MetaCarb H Plus	Agilent	L22
NCI_Neurosyil PB2+	National Chromatography Inc.	L22
NUCLEOGEL SCX	Macherey-Nagel	L22
PL Hi-Plex H	Agilent/Polymer Labs	L22
Proteomix SCX-POR	Sepax Technologies, Inc.	L22
Reprogel SCX	Dr. Maisch	L22
Rezex ROA-Organic Acid	Phenomenex	L22
Shodex CXpak P-421S	Shodex	L22
Shodex IC Y-521	Shodex	L22
Shodex RSpak DC-613	Shodex	L22
Shodex RSpak KC-811	Shodex	L22
Shodex SUGAR KS-801	Shodex	L22
Shodex SUGAR SC1011	Shodex	L22
Shodex SUGAR SC1211	Shodex	L22
Shodex SUGAR SC1821	Shodex	L22
Shodex SUGAR SH1011	Shodex	L22
Shodex SUGAR SH1821	Shodex	L22
Shodex SUGAR SP0810	Shodex	L22
Shodex SUGAR SZ5532	Shodex	L22
Shodex USPak MN-431	Shodex	L22
SiliaChrom IEC SC-M	SiliCycle Inc	L22
SUPELCOGEL C-610H	Supelco	L22
SUPELCOGEL H	Supelco	L22
TSKgel SCX	Tosoh Bioscience	L22
Ultron CI	Shinwa	L22
Ultron PS-80C	Shinwa	L22
Ultron PS-80H	Shinwa	L22
Ultron PS-80N	Shinwa	L22
Ultron PS-80P	Shinwa	L22
UniMS PS-LEC	Unimicrosep	L22
Zodiac Carb 64H	Zodiac Life Sciences	L22
Zodiac Carb 67H	Zodiac Life Sciences	L22
Zodiac Carb 87H	Zodiac Life Sciences	L22
Zodiac Carb 87H(1)	Zodiac Life Sciences	L22
Allsep Anion	Hichrom	L23
BioSuite DEAE	Waters Corp.	L23
BioSuite Q-PEEK	Waters Corp.	L23
Cosmogel QA	Nacalai Tesque, Inc.	L23
Discovery BIO PolyMA-WAX	Supelco	L23
IC-Pak A HC	Waters	L23
IC-Pak Anion	Waters Corp	L23
IC-Pak Anion HR	Waters Associates	L23
MCI GEL CQA31S	Mitsubishi Chem Corp	L23
MetroSep Anion Dual 2	Metrohm-Peak, Inc.	L23
NOVEMA Max	PSS	L23
NUCLEOGEL SAX	Macherey-Nagel	L23
Protein-Pak Q 8HR	Waters Corp.	L23
PRP-X500	Hamilton Co.	L23
Repromer HB-G	Dr. Maisch	L23
Shodex IEC QA-825	Shodex	L23
Super-Sep IC Anion	Metrohm-Peak	L23
TSKgel BioAssist Q	Tosoh Bioscience	L23
TSKgel DNA-STAT	Tosoh Bioscience	L23
TSKgel IC-Anion-PW	Tosoh Bioscience	L23
TSKgel Q-STAT	Tosoh Bioscience	L23
TSKgel SuperQ-5PW	Tosoh Bioscience	L23
Fractogel TSK HW-40F	EM Sciences	L24
YMC-Pack PVA-Sil	YMC Co., Ltd.	L24
YMC-Pack PVA-Sil	YMC Co.	L24
HyperGel AP	Thermo Scientific	L25
MCI GEL CQP06	Mitsubishi Chem Corp	L25
None Cited	n/a	L25
PolySep-GFC-P1000	Phenomenex	L25
PolySep-GFC-P2000	Phenomenex	L25
Shodex OHpak SB-802.5HQ	Shodex	L25
Shodex OHpak SB-802HQ	Shodex	L25
Shodex SB402.5	Shodex	L25
SUPREMA 100	PSS	L25
TSKgel G1000PW	Tosoh Bioscience	L25
TSKgel G2000PW	Tosoh Bioscience	L25
TSKgel G2500PW	Tosoh Bioscience	L25
TSKgel G2500PWxl	Tosoh Bioscience	L25
Ultrahydrogel DP, +120	Waters Corp.	L25
Ultrahydrogel 250	Waters	L25
Ultrahydrogel DP, + 120	Waters Corp	L25
Accucore 150-C4	Thermo Scientific	L26
ACE C4	Advanced Chrom. Technol.	L26
ACE C4-300	Advanced Chrom. Technol.	L26
ACE Excel C4	Advanced Chrom. Technol.	L26
Acquity UPLC BEH300 C4	Waters Corp.	L26
AdvanceBio RP-mAb C4	Agilent	L26
Aeris WIDEPORE C4	Phenomenex	L26
Amplus C4-30	ChromaNik Technol.	L26
Aquapore BU-300	Perkinelmer, Inc.	L26
Aurashell PRO C4	Horizon Chromatography Ltd.	L26
BetaBasic 4	Thermo Scientific	L26
Bio-C4	Sepax Technologies, Inc.	L26
BioBasic 4	Thermo Scientific	L26
BIOshell A400 Protein C4	Supelco	L26
BioZen Intact C4	Phenomenex	L26
Chromasol JADE C4	Intek Chromasol	L26
Chromasol ONYX C4	Intek Chromasol	L26
Chromegabond C4	ES Industries	L26
Cosmosil C4-AR-300	Nacalai Tesque, Inc.	L26
Cosmosil C4-MS	Nacalai Tesque, Inc.	L26
DAISO C4 - BIO	DAISO Fine Chem USA, Inc.	L26
DAISO C4 - P	DAISO Fine Chem USA, Inc.	L26
Delta-Pak C4	Waters Associates	L26
Develosil 300 C4-HG	Nomura Chemical	L26
Exsil 100 C4	Exmere Ltd.	L26
Exsil 300 C4	Exmere Ltd.	L26
Exsil 80 C4	Exmere Ltd.	L26
Exsil EPS C4	Exmere Ltd.	L26
Exsil Pure C4	Exmere Ltd.	L26
FortisBIO C4	Fortis Technologies	L26
GP-C4	Sepax Technologies, Inc.	L26
GROM Sapphire C4	Dr. Maisch	L26
Grom-Sapphire C4	Dr. Maisch	L26
Grom-Sil Butyl 1	Dr. Maisch	L26
Grom-Sil Butyl 2	Dr. Maisch	L26
GROM-SIL Butyl-1 ST	Dr. Maisch	L26
GROM-SIL Butyl-2 FE	Dr. Maisch	L26
Haisil 300 C4	Higgins Analytical	L26
HALO 1000 A C4	Advanced Materials Tech.	L26
HALO 400 A C4	Advanced Materials Tech.	L26
HECTOR-M C4	RStech Corp.	L26
HECTOR-W C4	RStech Corp.	L26
Heritage C4	Helix Chromatography	L26
Horizon PRO C4	Horizon Chromatography Ltd.	L26
Hyperprep PEP 300 C4	Thermo Scientific	L26
Hypersil GOLD C4	Thermo Scientific	L26
HyPURITY C4	Thermo Scientific	L26
Inertsil C4	GL Sciences	L26
Inertsil WP300 C4	GL Sciences	L26
Jupiter C4	Phenomenex	L26
KANAK C4	Nanghavi Chrom. Solutions	L26
Kromasil C4	Akzo Nobel Separations	L26
Legacy L26	SIELC Technol.	L26
MicroSorb C4	Agilent	L26
MultoKrom 300 C4	CS-Chromatographie Service	L26
Multospher 300 RP 4	CS-Chromatographie Service	L26
NCI-NeuroBond CN	National Chromatography Inc.	L26
NCI-Neurosyil CN 100A, 120A	National Chromatography Inc.	L26
NCI-Ultimasyil CN 100A	National Chromatography Inc.	L26
None Cited	n/a	L26
NUCLEODUR 300 C4 ec	Macherey-Nagel	L26
NUCLEOSIL C4	Macherey-Nagel	L26
NUCLEOSIL C4 MPN	Macherey-Nagel	L26
Optimisil LP C4	CVC Technologies	L26
Optimisil MF C4	CVC Technologies	L26
Orbit 100 C4	MZ Analysentechnik	L26
Peerless C4	Chromatopak	L26
PerfectChrom 100 C4	MZ Analysentechnik	L26
PerfectSil 120 C4	MZ Analysentechnik	L26
PerfectSil 300 C4	MZ Analysentechnik	L26
Platinum 300 C4	Dr. Maisch	L26
POLYGOPREP C4	Macherey-Nagel	L26
PrimeSphere C4	Phenomenex	L26
ProntoSIL C4	Bischoff Chromatography	L26
Proteonavi	Osaka Soda Co., Ltd.	L26
Reprosil 100 C4	Dr. Maisch	L26
Reprosil Gold C4	Dr. Maisch	L26
Reprosil-Pur C4	Dr. Maisch	L26
Reprospher C4 (DE)	Dr. Maisch	L26
Shim-pack Scepter C4-300	Shimadzu	L26
Shodex Silica 5C4	Shodex	L26
SiliaChrom XDB1 C4	SiliCycle Inc	L26
SMT C4 MEB4	Separation Methods Tech.	L26
SpeedCore BIO Protein C4	Fortis Technologies	L26
SUPELCOSIL LC-304	Supelco	L26
SVEA C4	Nanologica AB	L26
Symmetry300 C4	Waters Corp.	L26
SynChropak RP4, RP4-1000, RP4-4000	Eprogen, Inc.	L26
TSKgel Protein C4-300	Tosoh Bioscience	L26
Ultra C4	Restek Corp.	L26
UniMS C4A1	Unimicrosep	L26
Uptisphere 300A WC4	Interchim	L26
Uptisphere 300A WD4	Interchim	L26
Uptisphere 300A WT4	Interchim	L26
Uptisphere C4	Interchim	L26
Uptisphere X-Serie C4	Interchim	L26
Viva C4	Restek corp.	L26
Vydac 214ATP	Hichrom	L26
Vydac 214ATP5 C4	Separations Group	L26
Vydac 214MS	Hichrom	L26
Vydac 214TP	Hichrom	L26
Vydac 214TP54 C4	Separations Group	L26
Vydac C4	Hichrom	L26
Wakopak Wakosil 5C4	Wako Pure Chemical Ind.	L26
Wakopak Wakosil 5C4-200	Wako Pure Chemical Ind.	L26
XBridge BEH300 C4	Waters Corp.	L26
YMC-Pack C4	YMC Co. Ltd.	L26
YMC-Pack C4 (Butyl)	YMC Co., Ltd.	L26
YMC-Pack Pro C4	YMC Co., Ltd.	L26
YMC-Pack Protein-RP	YMC Co., Ltd.	L26
YMC-Triart Bio C4	YMC Co., Ltd.	L26
Zodiac 120 C4	Zodiac Life Sciences	L26
Zodiac C4	Zodiac Life Sciences	L26
Zodiac C4(1)	Zodiac Life Sciences	L26
Bondsil Silica	Agilent	L27
Davisil 632, 642, 652	No information available	L27
Discovery DSC-Si	Supelco	L27
Generik Silica	Sepax Technologies, Inc.	L27
HyperPrep Silica	Thermo Electron	L27
ISOLUTE Silica	Int. Sorbent Technology	L27
None cited	None cited	L27
NUCLEODUR	Macherey-Nagel	L27
Pelliguard LC-Si	Supelco	L27
PerfectBond Si	MZ Analysentechnik	L27
POLYGOPREP SiOH	Macherey-Nagel	L27
Porasil	Waters Corp.	L27
puriFlash Silica	Interchim	L27
Sepra Silica	Phenomenex	L27
SMT Silica	Separation Methods Tech.	L27
Solvecon	Whatman, Inc.	L27
Supelclean LC-Si	Supelco	L27
UniMS SIL 50	Unimicrosep	L27
Wakopak Wakosil 40SIL	Wako Pure Chemical Ind.	L27
YMC-Pack Silica (S50)	YMC Co., Ltd.	L27
Zodiac Prep silica	Zodiac Life Sciences	L27
Gammabond Alumina Potency	ES Industries	L28
Gammabond ARP-1	ES Industries	L28
Generik C8/Amino	Sepax Technologies, Inc.	L28
Legacy L28	SIELC Technol.	L28
ProTec C8	ES Industries	L28
Uptisphere MM3	Interchim	L28
Uptisphere MM4	Interchim	L28
Zodiac C8/Amino	Zodiac Life Sciences	L28
Gamma Alumina Phase RP-1	ES Industries Inc.	L29
Gammabond Alumina Potency	ES Industries	L29
Gammabond ARP-1	ES Industries	L29
None Cited	n/a	L29
Chromegabond C2-E	ES Industries	L30
GP-C2	Sepax Technologies, Inc.	L30
None Cited	n/a	L30
NUCLEOSIL C2	Macherey-Nagel	L30
SMT Elite C8/NH2	Separation Methods Tech.	L30
SMT O C8/NH2	Separation Methods Tech.	L30
SMT OL C8/NH2	Separation Methods Tech.	L30
Zodiac Sil C2	Zodiac Life Sciences	L30
Dionex Ion Pac AS 10	Thermo Scientific	L31
Dionex IonPac AS16	Thermo Scientific	L31
MCI Gel SCA04	Mitsubishi	L31
Astec CLC-D	Supelco	L32
Astec CLC-L	Supelco	L32
Chiral+Si 100 L-ProCu	Serva Biochemicals	L32
CHIRALPAK WH	Daicel/Chiral Technologies	L32
ChiralPro+Si 100 Polyol	Serva Biochemicals	L32
MCI GEL CRS10W	Mitsubishi Chem Corp	L32
MCI GEL CRS15W	Mitsubishi Chem Corp	L32
NUCLEOSIL Chiral-1	Macherey-Nagel	L32
Reprosil Chiral-L-Hydroxy-Prolin	Dr. Maisch	L32
SMT ChiralSep	Separation Methods Tech.	L32
BioBasic SEC 1000	Thermo Scientific	L33
BioBasic SEC 120	Thermo Scientific	L33
BioBasic SEC 300	Thermo Scientific	L33
BioSep-SEC-s2000	Phenomenex	L33
BioSep-SEC-s3000	Phenomenex	L33
BioSep-SEC-s4000	Phenomenex	L33
Inertsil WP300 Diol	GL Sciences	L33
Nanofilm SEC-150	Sepax Technologies, Inc.	L33
Nanofilm SEC-250	Sepax Technologies, Inc.	L33
Nanofilm SEC-500	Sepax Technologies, Inc.	L33
PROTEEMA 300	PSS	L33
Protein BEH SEC 1200 Angstroms	Waters Corp.	L33
Protein BEH SEC 125 Angstroms	Waters Corp.	L33
Protein BEH SEC 450 Angstroms	Waters Corp.	L33
Reprogel 200 SEC-2	Dr. Maisch	L33
Shodex KW400 series	Shodex	L33
Shodex LW-403 4D	Shodex	L33
Shodex LW-803	Shodex	L33
Shodex PROTEIN KW-800 series	Shodex	L33
SMTgel SEC & GPC	Separation Methods Tech.	L33
SRT SEC-100	Sepax Technologies, Inc.	L33
SRT SEC-1000	Sepax Technologies, Inc.	L33
SRT SEC-150	Sepax Technologies, Inc.	L33
SRT SEC-300	Sepax Technologies, Inc.	L33
SRT SEC-500	Sepax Technologies, Inc.	L33
SynChropak GPC Linear	Eprogen, Inc.	L33
SynChropak GPC series 100, 300, 500, 1000, 4000	Eprogen, Inc.	L33
TSK-GEL G4000SWXL	Tosoh Corp.	L33
TSKgel G2000 SWXL	Tosoh Bioscience	L33
TSKgel SuperSW, SWxl, QC-PAK GFC, and SW series	Tosoh Bioscience	L33
Wakopak Wakosil 5Diol-120	Wako Pure Chemical Ind.	L33
Wakopak Wakosil 5Diol-200	Wako Pure Chemical Ind.	L33
Wakopak Wakosil 5Diol-300	Wako Pure Chemical Ind.	L33
Wakopak Wakosil 5Diol-60	Wako Pure Chemical Ind.	L33
Yarra SEC-2000	Phenomenex	L33
Yarra SEC-3000	Phenomenex	L33
Yarra SEC-4000	Phenomenex	L33
YMC-Pack Diol	YMC Co., Ltd.	L33
Zodiac Gel SEC 100	Zodiac Life Sciences	L33
Zodiac Gel SEC 1000	Zodiac Life Sciences	L33
Zodiac Gel SEC 150	Zodiac Life Sciences	L33
Zodiac Gel SEC 300	Zodiac Life Sciences	L33
Zodiac Gel SEC 500	Zodiac Life Sciences	L33
Aminex A-7 Resin		L34
Aminex Fast Carbohydrate	BIO-RAD Laboratories	L34
BP-100 Pb	Benson Polymeric	L34
BP-800 Pb	Benson Polymeric	L34
Carbo-P		L34
Carbohydrate Pb2+	CS-Chromatographie Service	L34
CARBOSep CHO682	Transgenomic, Inc.	L34
CARBOSep COREGEL-87P	Transgenomic, Inc.	L34
Fast Carbohydrate Analysis		L34
Hamilton HC-75 Pb2+	Hamilton Co.	L34
HyperREZ XP Carbohydrate Pb	Thermo Scientific	L34
Li-High	Beckman	L34
MetaCarb 87P	Agilent	L34
MetaCarb Pb	Agilent	L34
NCI-Neurosyil S PB2+	National Chromatography Inc.	L34
NUCLEOGEL SUGAR Pb	Macherey-Nagel	L34
PL Hi-Plex Pb	Agilent/Polymer Labs	L34
Reprogel Pb	Dr. Maisch	L34
Rezex RPM monosaccharide	Phenomenex	L34
Shodex SUGAR SP0810	Shodex	L34
SUPELCOGEL Pb	Supelco	L34
Zodiac Carb 87P	Zodiac Life Sciences	L34
BioSep-SEC-s2000	Phenomenex	L35
Yarra SEC-2000	Phenomenex	L35
ZORBAX GF-250	Agilent	L35
ZORBAX GF-450	Agilent	L35
L-Phenylglycine	Regis Technologies, Inc.	L36
NUCLEOSIL Chiral-3	Macherey-Nagel	L36
Regis 1-phenylglycine		L36
Reprosil chiral-PhenylGlycin	Dr. Maisch	L36
MCI GEL CQP30	Mitsubishi Chem Corp	L37
PolySep-GFC-P3000	Phenomenex	L37
Repromer OH-60	Dr. Maisch	L37
Shodex LB-803	Shodex	L37
Shodex OHpak SB-803 HQ	Shodex	L37
Shodex SB403-4E	Shodex	L37
SMTgel SEC & GPC	Separation Methods Tech.	L37
SUPREMA 30	PSS	L37
TSKgel G3000PWxl, G3000PW	Tosoh Bioscience	L37
TSKgel G3000PWxl-CP	Tosoh Bioscience	L37
Ultrahydrogel 250	Waters	L37
Acclaim SEC-1000	Thermo Scientific	L38
Acclaim SEC-300	Thermo Scientific	L38
LB-805	Shodex	L38
LSK-GEL PW		L38
MCI GEL CQP10	Mitsubishi Chem Corp	L38
MCI GEL CQP30	Mitsubishi Chem Corp	L38
PolySep-GFC-P1000	Phenomenex	L38
Repromer OH	Dr. Maisch	L38
Shodex LB-803	Shodex	L38
Shodex LB-805	Shodex	L38
Shodex LB-806M	Shodex	L38
Shodex OHpak SB-800HQ series	Shodex	L38
Shodex SB400 series	Shodex	L38
SMTgel SEC & GPC	Separation Methods Tech.	L38
Superose 6	Pharmacia LKB	L38
SUPREMA	PSS	L38
TSK-GEL G3000 PW	Tosoh Bioscience	L38
TSK-GEL G5000 PW	Tosoh Biosciences	L38
TSK-GEL G6000 PW	Tosoh Biosciences	L38
TSKgel PW, PWxl, PWxl-CP, Alpha, and SuperAW series	Tosoh Bioscience	L38
TSKgel SuperMultiporePW	Tosoh Bioscience	L38
Ultrahydrogel series	Waters	L38
MCI GEL CMG20/C04	Mitsubishi Chem Corp	L39
MCI GEL CMG20/C10	Mitsubishi Chem Corp	L39
PolySep-GFC-P	Phenomenex	L39
Rspack DM-614	Showa Denko	L39
Shodex LB-803	Shodex	L39
Shodex LB-805	Shodex	L39
Shodex LB-806M	Shodex	L39
Shodex ODP2 HP	Shodex	L39
Shodex OHpak SB-800HQ series	Shodex	L39
Shodex RSpak DM-614	Shodex	L39
Shodex SB400 series	Shodex	L39
SMTgel SEC & GPC	Separation Methods Tech.	L39
SUPREMA	PSS	L39
TSKgel PW, PWxl, PWxl-CP , Alpha and SuperAW series	Tosoh Bioscience	L39
TSKgel SuperMultiporePW	Tosoh Bioscience	L39
Ultrahydrogel 1000	Waters	L39
Ultrahydrogel 120	Waters	L39
Ultrahydrogel 250	Waters	L39
Ultrahydrogel series	Waters Corp.	L39
UniMS PMA	Unimicrosep	L39
Astec Cellulose DMP	Supelco	L40
CHIRAL ART Cellulose-C	YMC Co., Ltd.	L40
Chiral-OM	CS-Chromatographie Service	L40
CHIRALCEL OD	Daicel/Chiral Technologies	L40
CHIRALCEL OD-3	Daicel/Chiral Technologies	L40
CHIRALCEL OD-H	Daicel/Chiral Technologies	L40
Hypersil Chiral OT	Thermo Scientific	L40
Kromasil CelluCoat	Akzo Nobel Separations	L40
Lux Cellulose-1	Phenomenex	L40
NUCLEOCEL Delta	Macherey-Nagel	L40
NUCLEOCEL Delta S	Macherey-Nagel	L40
Reflect C-Cellulose B	Regis Technologies, Inc.	L40
RegisCell	Regis Technologies, Inc.	L40
Reprosil Chiral-OM	Dr. Maisch	L40
SiliaChrom Chiral Cellulose T-DPC	SiliCycle Inc	L40
SMT ChiralSep	Separation Methods Tech.	L40
Chiral AGP	Chrom Tech	L41
CHIRALPAK AGP	Daicel/Chiral Technologies	L41
Reprosil Chiral-AGP	Dr. Maisch	L41
Chromegabond PSC	ES Industries	L42
HiChrom RPB	Hichrom Ltd.	L42
Hichrom RPB 5	Hichrom	L42
HiChrom RPB-250A	HiChrom	L42
HiRPB-250A	HiChrom Ltd.	L42
SiliaChrom C18/C8	SiliCycle	L42
SMT OD C18/C8	Separation Methods Tech.	L42
Accucore PFP	Thermo Scientific	L43
ACQUITY UPLC CSH Fluoro-Phenyl	Waters Corp.	L43
ACQUITY UPLC HSS PFP	Waters Corp.	L43
Ascentis Express F5	Supelco	L43
Capcell Core PFP	Osaka Soda Co., Ltd.	L43
Chromasol CORAL PFP	Intek Chromasol	L43
Cogent RP PFP	MicroSolv Techn. Corp.	L43
Cosmosil 5PFP	Nacalai Tesque, Inc.	L43
Curosil PFP	Phenomenex	L43
Discovery HS F5	Supelco	L43
FluoroSep-RP Phenyl	ES Industries	L43
Force FluoroPhenyl	Restek Corp.	L43
HALO PFP	Advanced Materials Tech.	L43
Hypersil GOLD PFP	Thermo Scientific	L43
InertSustain PFP	GL Sciences	L43
KANAK PFP	Nanghavi chrom. Solutions	L43
Kinetex F5	Phenomenex	L43
Kinetex PFP	Phenomenex	L43
Luna PFP(2)	Phenomenex	L43
NCI-Neurosyil PFP	National Chromatography Inc.	L43
NUCLEODUR PFP	Macherey-Nagel	L43
NUCLEOSHELL PFP	Macherey-Nagel	L43
Pinnacle DB PFP Propyl	Restek corp.	L43
Poroshell 120 PFP	Agilent	L43
Pursuit PFP	Agilent	L43
Raptor FluoroPhenyl	Restek Corp.	L43
Reprosil Fluosil PFP	Dr. Maisch	L43
Shim-pack GIST PFPP	Shimadzu	L43
Shim-pack Scepter PFPP	Shimadzu	L43
Shim-pack Velox PFPP	Shimadzu	L43
SiliaChrom PFP	SiliCycle	L43
SMT PFP (C6F5)	Separation Methods Tech.	L43
Speedcore PFP	Fortis Technologies	L43
Sunniest PFP	ChromaNik Technol.	L43
SunShell PFP	ChromaNik Technol	L43
SunShell PFP	ChromaNik Technol.	L43
SVEA PFP	Nanologica AB	L43
TAC 1	Whatman Inc.	L43
Ultra PFP Propyl	Restek Corp.	L43
Viva PFP Propyl	Restek Corp.	L43
XSelect CSH Fluoro-Phenyl	Waters Corp.	L43
XSelect HSS PFP	Waters Corp.	L43
YMC-Triart PFP	YMC Co., Ltd.	L43
Zodiac PFP	Zodiac Life Sciences	L43
Bond-Elut SCX	Agilent	L44
Chromegabond RP-SCX	ES Industries	L44
Generik C8/SCX	Sepax Technologies, Inc.	L44
Legacy L44	SIELC Technol.	L44
puriFlash MM1 (RP/SCX)	Interchim	L44
Zodiac C8/SCX	Zodiac Life Sciences	L44
Astec CYCLOBOND I 2000 RSP	Supelco	L45
Astec Cyclobond I2000-RSP	Supelco	L45
Chiradex	Merck KGaA	L45
ChiraDex HR	Merck KgaA	L45
Chiral CD-Ph	Osaka Soda Co., Ltd.	L45
Cyclobond I-RSP	Astec	L45
Cyclobond I2000-RSP	Astec	L45
Cyclobond I2000SP	Astec	L45
NUCLEODEX Beta OH	Macherey-Nagel	L45
NUCLEODEX Beta PM	Macherey-Nagel	L45
Poroshell Chiral-CD	Agilent	L45
Reprosil Chiral Beta-PM	Dr. Maisch	L45
Shodex ORpak CDBS-453	Shodex	L45
Ultron ES-CD	Shinwa	L45
Ultron ES-CD-B	Shinwa	L45
Ultron ES-PhCD	Shinwa	L45
Zodiac Beta Dex Chiral	Zodiac Life Sciences	L45
Dionex CarboPac PA1	Thermo Scientific	L46
Dionex CarboPac PA10	Thermo Fisher	L46
ICSep AN1	Transgenomic, Inc	L46
Metrosep A Supp 1	Metrohm	L46
OmniPac PAX 100	Thermo Scientific	L46
ALC-525	Antec Leyden	L47
Dionex CarboPac MA1	Thermo Scientific	L47
Hamilton PRP-X100	Hamilton Co.	L47
Hamilton PRP-X110	Hamilton Co.	L47
Hamilton RCX-10	Hamilton Co.	L47
Hamilton RCX-30	Hamilton Co.	L47
MCI GEL CQA35S	Mitsubishi Chem Corp	L47
PRP X100	Hamilton Co.	L47
PRP-X100	Hamilton Co.	L47
PRPX-110	Dr. Maisch	L47
RCX-10	Dr. Maisch	L47
RCX-30	Dr. Maisch	L47
Dionex IonPac AG5	Thermo Scientific	L48
Dionex IonPac AG5A	Thermo Scientific	L48
Dionex IonPac AG7	Thermo Scientific	L48
Dionex IonPac AS5	Thermo Scientific	L48
Dionex IonPac AS5A	Thermo Scientific	L48
Dionex IonPac AS7	Thermo Sceintific	L48
Discovery Zr-PBD	Supelco	L49
Zirchrom PBD	ZirChrom Separations Inc.	L49
Bio SAX	Agilent	L50
OmniPac PAX-100	Thermo Scientific	L50
OmniPac PAX-500	Thermo Scientific	L50
Proteomix SAX-POR	Sepax Technologies, Inc.	L50
Zodiac Protein SAX	Zodiac Life Sciences	L50
CHIRAL ART Amylose-C	YMC Co., Ltd.	L51
CHIRAL ART Amylose-C Neo	YMC Co., Ltd.	L51
CHIRALPAK AD	Daicel/Chiral Technologies	L51
CHIRALPAK AD-3	Daicel/Chiral Technologies	L51
CHIRALPAK AD-H	Daicel/Chiral Technologies	L51
Hypersil Chiral AT	Thermo Scientific	L51
Kromasil Amycoat	Akzo Nobel Separations	L51
Lux Amylose-1	Phenomenex	L51
Reflect C-Amylose A	Regis Technologies, Inc.	L51
RegisPack	Regis Technologies, Inc.	L51
Reprosil Chiral-AM	Dr. Maisch	L51
SiliaChrom Chiral Amylose T-DPC	SiliCycle Inc	L51
BioBasic SCX	Thermo Scientific	L52
Heritage SCX	Helix Chromatography	L52
IonoSpher C	Agilent	L52
PolySULFOETHYL Aspartamide	PolyLC Inc.	L52
SUPELCOSIL LC-SCX	Supelco	L52
TSK IC SW Cation	Tosoh Corp.	L52
TSK-GEL SP-5 PW	Tosoh Corp.	L52
TSKgel IC-Cation-SW	Tosoh Bioscience	L52
TSKgel IC-SW	Tosoh Bioscience	L52
TSKgel SP-2SW	Tosoh Bioscience	L52
Uptisphere SCX	Interchim	L52
Chromasol CORAL WCX	Intek Chromasol	L53
Dionex IonPac CS14	Thermo Scientific	L53
Superdex 200 Increase 10/300 GL	GE Healthcare	L54
Superdex 200 Increase 3.2/300	GE Healthcare	L54
Superdex 200 Increase 5/150 GL	GE Healthcare	L54
SUPERDEX 75 10/300 GL	GE Healthcare	L54
Superdex 75 3.2/300	GE Healthcare	L54
SUPERDEX PEPTIDE 10/300 GL	GE Healthcare	L54
Superdex Peptide 3.2/300	GE Healthcare	L54
IC-Pak C M/D	Waters Corp.	L55
Multospher Kation	CS-Chromatographie Service	L55
Reprosil CAT	Dr. Maisch	L55
Poroshell 120 SB-C3	Agilent	L56
Ultrasep ES RP3	Dr. Maisch	L56
ZORBAX SB-C3	Agilent Technologies	L56
ZORBAX StableBond C3	Agilent Technologies	L56
SMT CIB-Ovomucoid	Separation Methods Tech.	L57
Ultron ES-OVM	Agilent, Shinwa	L57
