id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	SMILES	comment
0198_0345	ANSERINE	C10H16N4O3	0.64	112072.0	CN1C=NC=C1C[C@@H](C(=O)O)NC(=O)CCN	CN1C=NC=C1CC(C(=O)O)NC(=O)CCN	InChI=1S/C10H16N4O3/c1-14-6-12-5-7(14)4-8(10(16)17)13-9(15)2-3-11/h5-6,8H,2-4,11H2,1H3,(H,13,15)(H,16,17)/t8-/m0/s1	MYYIAHXIVFADCU-QMMMGPOBSA-N					CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O	
0198_0347	5-HYDROXYLYSINE	C6H14N2O3	0.646666667	3032849.0	C(C[C@@H](C(=O)O)N)[C@H](CN)O	C(CC(C(=O)O)N)C(CN)O	InChI=1S/C6H14N2O3/c7-3-4(9)1-2-5(8)6(10)11/h4-5,9H,1-3,7-8H2,(H,10,11)/t4-,5+/m1/s1	YSMODUONRAFBET-UHNVWZDZSA-N					NC[C@H](O)CC[C@H](N)C(O)=O	
0198_0349	OPHTHALMATE	C11H19N3O6	0.826666667	7018720.0	CC[C@@H](C(=O)NCC(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+]	CCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+]	InChI=1S/C11H19N3O6/c1-2-7(10(18)13-5-9(16)17)14-8(15)4-3-6(12)11(19)20/h6-7H,2-5,12H2,1H3,(H,13,18)(H,14,15)(H,16,17)(H,19,20)/p-1/t6-,7-/m0/s1	JCMUOFQHZLPHQP-BQBZGAKWSA-M					CC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O	
0198_0352	EPINEPHRINE	C9H13NO3	0.743333333	5816.0	CNC[C@@H](C1=CC(=C(C=C1)O)O)O	CNCC(C1=CC(=C(C=C1)O)O)O	InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1	UCTWMZQNUQWSLP-VIFPVBQESA-N					CNC[C@H](O)C1=CC=C(O)C(O)=C1	
0198_0353	3,4-DIHYDROXYPHENYLGLYCOL	C8H10O4	0.923333333	91528.0		C1=CC(=C(C=C1C(CO)O)O)O	InChI=1S/C8H10O4/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8-12H,4H2	MTVWFVDWRVYDOR-UHFFFAOYSA-N					OCC(O)C1=CC(O)=C(O)C=C1	
0198_0359	CDP-ETHANOLAMINE	C11H20N4O11P2	0.713333333	1237237.0	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OCCN)O)O	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O	InChI=1S/C11H20N4O11P2/c12-2-4-23-27(19,20)26-28(21,22)24-5-6-8(16)9(17)10(25-6)15-3-1-7(13)14-11(15)18/h1,3,6,8-10,16-17H,2,4-5,12H2,(H,19,20)(H,21,22)(H2,13,14,18)/t6-,8-,9-,10-/m1/s1	WVIMUEUQJFPNDK-PEBGCTIMSA-N					NCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O	
0198_0361	STACHYOSE	C24H42O21	0.68	4287569.0		C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O	InChI=1S/C24H42O21/c25-1-6-10(28)14(32)17(35)21(41-6)39-3-8-11(29)15(33)18(36)22(42-8)40-4-9-12(30)16(34)19(37)23(43-9)45-24(5-27)20(38)13(31)7(2-26)44-24/h6-23,25-38H,1-5H2	UQZIYBXSHAGNOE-UHFFFAOYSA-N					OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	
0198_0362	DEOXYCYTIDINE-DIPHOSPHATE	C9H15N3O10P2	0.826666667	150855.0	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O	InChI=1S/C9H15N3O10P2/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(21-8)4-20-24(18,19)22-23(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1	FTDHDKPUHBLBTL-SHYZEUOFSA-N					NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1	
0198_0364	D-RIBOSE 5-PHOSPHATE	C5H11O8P	0.743333333	439167.0	C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O	C(C1C(C(C(O1)O)O)O)OP(=O)(O)O	InChI=1S/C5H11O8P/c6-3-2(1-12-14(9,10)11)13-5(8)4(3)7/h2-8H,1H2,(H2,9,10,11)/t2-,3-,4-,5?/m1/s1	KTVPXOYAKDPRHY-SOOFDHNKSA-N					OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	
0198_0368	GLYCEROL 3-PHOSPHATE	C3H9O6P	0.743333333	439162.0	C([C@H](COP(=O)(O)O)O)O	C(C(COP(=O)(O)O)O)O	InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1	AWUCVROLDVIAJX-GSVOUGTGSA-N					OC[C@@H](O)COP(O)(O)=O	
0198_0370	4-HYDROXY-L-PHENYLGLYCINE	C8H9NO3	0.73	36143.0	C1=CC(=CC=C1[C@@H](C(=O)O)N)O	C1=CC(=CC=C1C(C(=O)O)N)O	InChI=1S/C8H9NO3/c9-7(8(11)12)5-1-3-6(10)4-2-5/h1-4,7,10H,9H2,(H,11,12)/t7-/m0/s1	LJCWONGJFPCTTL-ZETCQYMHSA-N					C1=CC(=CC=C1C(C(=O)O)N)O	
0198_0371	N-ACETYLSERINE	C5H9NO4	0.776666667	65249.0	CC(=O)N[C@@H](CO)C(=O)O	CC(=O)NC(CO)C(=O)O	InChI=1S/C5H9NO4/c1-3(8)6-4(2-7)5(9)10/h4,7H,2H2,1H3,(H,6,8)(H,9,10)/t4-/m0/s1	JJIHLJJYMXLCOY-BYPYZUCNSA-N					CC(=O)N[C@@H](CO)C(O)=O	
0198_0373	BETA-GLYCEROPHOSPHATE	C3H9O6P	0.743333333	2526.0		C(C(CO)OP(=O)(O)O)O	InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)	DHCLVCXQIBBOPH-UHFFFAOYSA-N					OCC(CO)OP(O)(O)=O	
0198_0374	GLUCOSE 1-PHOSPHATE	C6H13O9P	0.733333333	439165.0	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)(O)O)O)O)O)O	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1	HXXFSFRBOHSIMQ-GASJEMHNSA-N					OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	
0198_0375	GLUCOSAMINE 6-SULFATE	C6H13NO8S	0.72	72361.0	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)N)O)O)OS(=O)(=O)O	C(C1C(C(C(C(O1)O)N)O)O)OS(=O)(=O)O	InChI=1S/C6H13NO8S/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H,11,12,13)/t2-,3-,4-,5-,6-/m1/s1	MTDHILKWIRSIHB-QZABAPFNSA-N					N[C@H]1[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H](O)[C@@H]1O	
0198_0376	METHYGLUTARATE	C6H10O4	2.71	12284.0		CC(CC(=O)O)CC(=O)O	InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	XJMMNTGIMDZPMU-UHFFFAOYSA-N					CC(CC(O)=O)CC(O)=O	
0198_0379	GLUCONOLACTONE	C6H10O6	0.773333333	7027.0	C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O	C(C1C(C(C(C(=O)O1)O)O)O)O	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3-,4+,5-/m1/s1	PHOQVHQSTUBQQK-SQOUGZDYSA-N					CSC	
0198_0380	4-HYDROXYBENZOATE	C7H6O3	3.546666667	135.0		C1=CC(=CC=C1C(=O)O)O	InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)	FJKROLUGYXJWQN-UHFFFAOYSA-N					OC(=O)C1=CC=C(O)C=C1	
0198_0382	CORTISOL	C21H30O5	7.19	5754.0	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O	InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1	JYGXADMDTFJGBT-VWUMJDOOSA-N					[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	
0198_0384	3-HYDROXYBENZALDEHYDE	C7H6O2	4.44	101.0		C1=CC(=CC(=C1)O)C=O	InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H	IAVREABSGIHHMO-UHFFFAOYSA-N					C1=CC(=CC(=C1)O)C=O	
0198_0385	XANTHURENATE	C10H7NO4	3.323333333	5699.0		C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O	InChI=1S/C10H7NO4/c12-7-3-1-2-5-8(13)4-6(10(14)15)11-9(5)7/h1-4,12H,(H,11,13)(H,14,15)	FBZONXHGGPHHIY-UHFFFAOYSA-N					OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1	
0198_0389	MELATONIN	C13H16N2O2	6.116666667	896.0		CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC	InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)	DRLFMBDRBRZALE-UHFFFAOYSA-N					COC1=CC2=C(NC=C2CCNC(C)=O)C=C1	
0198_0390	MALEATE	C4H4O4	0.87	444266.0	C(=C\C(=O)O)\C(=O)O	C(=CC(=O)O)C(=O)O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1-	VZCYOOQTPOCHFL-UPHRSURJSA-N					OC(=O)\C=C/C(O)=O	
0198_0395	PREGNENOLONE SULFATE	C21H32O5S	9.216666667	105074.0	CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C)C	CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C	InChI=1S/C21H32O5S/c1-13(22)17-6-7-18-16-5-4-14-12-15(26-27(23,24)25)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,15-19H,5-12H2,1-3H3,(H,23,24,25)/t15-,16-,17+,18-,19-,20-,21+/m0/s1	DIJBBUIOWGGQOP-QGVNFLHTSA-N					CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C	
0198_0396	KYNURENATE	C10H7NO3	3.723333333	3845.0		C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)	HCZHHEIFKROPDY-UHFFFAOYSA-N					OC(=O)C1=CC(=O)C2=CC=CC=C2N1	
0198_0398	3-HYDROXYBENZYL ALCOHOL	C7H8O2	2.876666667	102.0		C1=CC(=CC(=C1)O)CO	InChI=1S/C7H8O2/c8-5-6-2-1-3-7(9)4-6/h1-4,8-9H,5H2	OKVJCVWFVRATSG-UHFFFAOYSA-N					OCC1=CC=CC(O)=C1	
0198_0401	3,5-DIIODO-L-TYROSINE	C9H9I2NO3	4.603333333	9305.0	C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	InChI=1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1	NYPYHUZRZVSYKL-ZETCQYMHSA-N					N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O	
0198_0402	MANDELATE	C8H8O3	3.78	439616.0	C1=CC=C(C=C1)[C@@H](C(=O)O)O	C1=CC=C(C=C1)C(C(=O)O)O	InChI=1S/C8H8O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,7,9H,(H,10,11)/t7-/m0/s1	IWYDHOAUDWTVEP-ZETCQYMHSA-N					O[C@H](C(O)=O)C1=CC=CC=C1	
0198_0405	GLUTARATE	C5H8O4	1.343333333	743.0		C(CC(=O)O)CC(=O)O	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	JFCQEDHGNNZCLN-UHFFFAOYSA-N					OC(=O)CCCC(O)=O	
0198_0406	INDOLE-3-ACETATE	C10H9NO2	6.28	802.0		C1=CC=C2C(=C1)C(=CN2)CC(=O)O	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)	SEOVTRFCIGRIMH-UHFFFAOYSA-N					OC(=O)CC1=CNC2=C1C=CC=C2	removed another duplicate entry
0198_0407	CAFFEATE	C9H8O4	4.283333333	1549111.0	C1=CC(=C(C=C1/C=C\C(=O)O)O)O	C1=CC(=C(C=C1C=CC(=O)O)O)O	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2-	QAIPRVGONGVQAS-RQOWECAXSA-N					OC(=O)\C=C/C1=CC=C(O)C(O)=C1	
0198_0408	LUMICHROME	C12H10N4O2	6.096666667	5326566.0		CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3	InChI=1S/C12H10N4O2/c1-5-3-7-8(4-6(5)2)14-10-9(13-7)11(17)16-12(18)15-10/h3-4H,1-2H3,(H2,14,15,16,17,18)	ZJTJUVIJVLLGSP-UHFFFAOYSA-N					CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3	
0198_0410	N-ACETYLPHENYLALANINE	C11H13NO3	5.416666667	74839.0	CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O	CC(=O)NC(CC1=CC=CC=C1)C(=O)O	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)/t10-/m0/s1	CBQJSKKFNMDLON-JTQLQIEISA-N					CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	
0198_0411	N-ACETYLPROLINE	C7H11NO3	1.873333333	322640.0		CC(=O)N1CCCC1C(=O)O	InChI=1S/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)	GNMSLDIYJOSUSW-UHFFFAOYSA-N					CC(=O)N1CCCC1C(=O)O	
0198_0412	L-TRYPTOPHANAMIDE	C11H13N3O	2.1	439356.0	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)N)N	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N	InChI=1S/C11H13N3O/c12-9(11(13)15)5-7-6-14-10-4-2-1-3-8(7)10/h1-4,6,9,14H,5,12H2,(H2,13,15)/t9-/m0/s1	JLSKPBDKNIXMBS-VIFPVBQESA-N					NC(CC1=CNC2=CC=CC=C12)C(N)=O	
0198_0416	2,3-DIHYDROXYBENZOATE	C7H6O4	2.163333333	19.0		C1=CC(=C(C(=C1)O)O)C(=O)O	InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)	GLDQAMYCGOIJDV-UHFFFAOYSA-N					OC(=O)C1=CC=CC(O)=C1O	
0198_0418	INDOLE-3-ETHANOL	C10H11NO	5.416666667	10685.0		C1=CC=C2C(=C1)C(=CN2)CCO	InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2	MBBOMCVGYCRMEA-UHFFFAOYSA-N					OCCC1=CNC2=CC=CC=C12	
0198_0419	FERULATE	C10H10O4	5.456666667	445858.0	COC1=C(C=CC(=C1)/C=C/C(=O)O)O	COC1=C(C=CC(=C1)C=CC(=O)O)O	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	KSEBMYQBYZTDHS-HWKANZROSA-N					COC1=C(O)C=CC(\C=C\C(O)=O)=C1	
0198_0420	GLYCOCHOLATE	C26H43NO6	8.44	23617285.0	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)O)C	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15?,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1	RFDAIACWWDREDC-MZMBZMQMSA-N					[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)CC2C[C@H](O)CC[C@]12C	
0198_0422	THIOPURINE S-METHYLETHER	C6H6N4S	4.0	5778.0		CSC1=NC=NC2=C1NC=N2	InChI=1S/C6H6N4S/c1-11-6-4-5(8-2-7-4)9-3-10-6/h2-3H,1H3,(H,7,8,9,10)	UIJIQXGRFSPYQW-UHFFFAOYSA-N					CSC1=NC=NC2=C1NC=N2	
0198_0423	2-HYDROXY-4-(METHYLTHIO)BUTANOATE	C5H10O3S	2.613333333	11427.0		CSCCC(C(=O)O)O	InChI=1S/C5H10O3S/c1-9-3-2-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	ONFOSYPQQXJWGS-UHFFFAOYSA-N					CSCCC(O)C(O)=O	
0198_0424	GLYCOCHENODEOXYCHOLATE	C26H43NO5	9.593333333	12544.0	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16+,17-,18-,19+,20+,21-,24+,25+,26-/m1/s1	GHCZAUBVMUEKKP-GYPHWSFCSA-N					CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	
0198_0425	BENZOATE	C7H6O2	4.44	243.0		C1=CC=C(C=C1)C(=O)O	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	WPYMKLBDIGXBTP-UHFFFAOYSA-N					OC(=O)C1=CC=CC=C1	
0198_0426	3-AMINO-5-HYDROXYBENZOATE	C7H7NO3	0.86	127115.0		C1=C(C=C(C=C1N)O)C(=O)O	InChI=1S/C7H7NO3/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,9H,8H2,(H,10,11)	QPEJHSFTZVMSJH-UHFFFAOYSA-N					C1=C(C=C(C=C1N)O)C(=O)O	
0198_0428	3,4-DIHYDROXYBENZOATE	C7H6O4	2.163333333	72.0		C1=CC(=C(C=C1C(=O)O)O)O	InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)	YQUVCSBJEUQKSH-UHFFFAOYSA-N					OC(=O)C1=CC(O)=C(O)C=C1	
0198_0432	2-HYDROXYPHENYLACETATE	C8H8O3	3.78	11970.0		C1=CC=C(C(=C1)CC(=O)O)O	InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	CCVYRRGZDBSHFU-UHFFFAOYSA-N					OC(=O)CC1=CC=CC=C1O	
0198_0433	10-HYDROXYDECANOATE	C10H20O3	7.143333333	74300.0		C(CCCCC(=O)O)CCCCO	InChI=1S/C10H20O3/c11-9-7-5-3-1-2-4-6-8-10(12)13/h11H,1-9H2,(H,12,13)	YJCJVMMDTBEITC-UHFFFAOYSA-N					C(CCCCC(=O)O)CCCCO	
0198_0436	3,4-DIHYDROXYPHENYLACETATE	C8H8O4	2.89	547.0		C1=CC(=C(C=C1CC(=O)O)O)O	InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	CFFZDZCDUFSOFZ-UHFFFAOYSA-N					OC(=O)CC1=CC=C(O)C(O)=C1	
0198_0437	N6-(DELTA2-ISOPENTENYL)-ADENINE	C10H13N5	4.743333333	92180.0		CC(=CCNC1=NC=NC2=C1NC=N2)C	InChI=1S/C10H13N5/c1-7(2)3-4-11-9-8-10(13-5-12-8)15-6-14-9/h3,5-6H,4H2,1-2H3,(H2,11,12,13,14,15)	HYVABZIGRDEKCD-UHFFFAOYSA-N					CC(=CCNC1=NC=NC2=C1NC=N2)C	
0198_0438	METHYL VANILLATE	C9H10O4	4.276666667	19844.0		COC1=C(C=CC(=C1)C(=O)OC)O	InChI=1S/C9H10O4/c1-12-8-5-6(9(11)13-2)3-4-7(8)10/h3-5,10H,1-2H3	BVWTXUYLKBHMOX-UHFFFAOYSA-N					COC1=C(C=CC(=C1)C(=O)OC)O	
0198_0441	3-HYDROXYANTHRANILATE	C7H7NO3	0.86	86.0		C1=CC(=C(C(=C1)O)N)C(=O)O	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)	WJXSWCUQABXPFS-UHFFFAOYSA-N					NC1=C(O)C=CC=C1C(O)=O	
0198_0444	METHYLMALONATE	C4H6O4	1.166666667	487.0		CC(C(=O)O)C(=O)O	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)	ZIYVHBGGAOATLY-UHFFFAOYSA-N					CC(C(O)=O)C(O)=O	
0198_0446	CORTISOL 21-ACETATE	C23H32O6	8.693333333	5744.0	CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)O	CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O	InChI=1S/C23H32O6/c1-13(24)29-12-19(27)23(28)9-7-17-16-5-4-14-10-15(25)6-8-21(14,2)20(16)18(26)11-22(17,23)3/h10,16-18,20,26,28H,4-9,11-12H2,1-3H3/t16-,17-,18-,20+,21-,22-,23-/m0/s1	ALEXXDVDDISNDU-JZYPGELDSA-N					CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O	
0198_0447	INDOLE-3-ACETAMIDE	C10H10N2O	4.936666667	397.0		C1=CC=C2C(=C1)C(=CN2)CC(=O)N	InChI=1S/C10H10N2O/c11-10(13)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H2,11,13)	ZOAMBXDOGPRZLP-UHFFFAOYSA-N					OC(=N)CC1=CNC2=CC=CC=C12	
0198_0448	HIPPURATE	C9H9NO3	4.166666667	464.0		C1=CC=C(C=C1)C(=O)NCC(=O)O	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	QIAFMBKCNZACKA-UHFFFAOYSA-N					OC(=O)CNC(=O)C1=CC=CC=C1	
0198_0449	ETHYLMALONATE	C5H8O4	2.096666667	11756.0		CCC(C(=O)O)C(=O)O	InChI=1S/C5H8O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3,(H,6,7)(H,8,9)	UKFXDFUAPNAMPJ-UHFFFAOYSA-N					CCC(C(O)=O)C(O)=O	
0198_0450	3,5-DIIODO-L-THYRONINE	C15H13I2NO4	6.496666667	92859.0	C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I	C1=CC(=CC=C1O)OC2=C(C=C(C=C2I)CC(C(=O)O)N)I	InChI=1S/C15H13I2NO4/c16-11-5-8(7-13(18)15(20)21)6-12(17)14(11)22-10-3-1-9(19)2-4-10/h1-6,13,19H,7,18H2,(H,20,21)/t13-/m0/s1	ZHSOTLOTTDYIIK-ZDUSSCGKSA-N					NC(CC1=CC(I)=C(OC2=CC=C(O)C=C2)C(I)=C1)C(O)=O	
0198_0451	FUMARATE	C4H4O4	0.903333333	444972.0	C(=C/C(=O)O)\C(=O)O	C(=CC(=O)O)C(=O)O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	VZCYOOQTPOCHFL-OWOJBTEDSA-N					OC(=O)\C=C\C(O)=O	
0198_0453	4-HYDROXYBENZALDEHYDE	C7H6O2	4.44	126.0		C1=CC(=CC=C1C=O)O	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H	RGHHSNMVTDWUBI-UHFFFAOYSA-N					OC1=CC=C(C=O)C=C1	
0198_0454	3-(2-HYDROXYPHENYL)PROPANOATE	C9H10O3	5.786666667	873.0		C1=CC=C(C(=C1)CCC(=O)O)O	InChI=1S/C9H10O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4,10H,5-6H2,(H,11,12)	CJBDUOMQLFKVQC-UHFFFAOYSA-N					OC(=O)CCC1=CC=CC=C1O	
